ID,TYPE,COLUMN,ROW,LIFESPAN,GREENHOUSE_ID 
2091,Lettuce,2,0,12,84
2092,Lettuce,3,0,12,84
2093,Lettuce,4,0,12,84
2094,Lettuce,5,0,12,84
2095,Lettuce,6,0,12,84
2096,Lettuce,7,0,12,84
2097,Lettuce,8,0,12,84
2098,Lettuce,9,0,12,84
2099,Lettuce,10,0,12,84
2100,Lettuce,11,0,12,84
2101,Lettuce,0,1,12,84
2102,Lettuce,1,1,12,84
2103,Lettuce,2,1,12,84
2104,Lettuce,3,1,12,84
2105,Lettuce,4,1,12,84
2106,Lettuce,5,1,12,84
2107,Lettuce,6,1,12,84
2108,Lettuce,7,1,12,84
2109,Lettuce,8,1,12,84
2110,Lettuce,9,1,12,84
2111,Lettuce,10,1,12,84
2112,Lettuce,11,1,12,84
2113,Lettuce,0,2,12,84
2114,Lettuce,1,2,12,84
2115,Lettuce,2,2,12,84
2116,Lettuce,3,2,12,84
2117,Lettuce,4,2,12,84
2118,Lettuce,5,2,12,84
2119,Lettuce,6,2,12,84
2120,Lettuce,7,2,12,84
2121,Lettuce,8,2,12,84
2122,Lettuce,9,2,12,84
2123,Lettuce,10,2,12,84
2124,Lettuce,11,2,12,84
2125,Lettuce,0,3,12,84
2126,Lettuce,1,3,12,84
2127,Lettuce,2,3,12,84
2128,Lettuce,3,3,12,84
2129,Lettuce,4,3,12,84
2130,Lettuce,5,3,12,84
2131,Lettuce,6,3,12,84
2132,Lettuce,7,3,12,84
2133,Lettuce,8,3,12,84
2134,Lettuce,9,3,12,84
2135,Lettuce,10,3,12,84
2136,Lettuce,11,3,12,84
2137,Lettuce,0,4,12,84
2138,Lettuce,1,4,12,84
2139,Lettuce,2,4,12,84
2140,Lettuce,3,4,12,84
2141,Lettuce,4,4,12,84
2142,Lettuce,5,4,12,84
2143,Lettuce,6,4,12,84
2144,Lettuce,7,4,12,84
2145,Lettuce,8,4,12,84
2146,Lettuce,9,4,12,84
2147,Lettuce,10,4,12,84
2148,Lettuce,11,4,12,84
2149,Lettuce,0,5,12,84
2150,Lettuce,1,5,12,84
2151,Lettuce,2,5,12,84
2152,Lettuce,3,5,12,84
2153,Lettuce,4,5,12,84
2154,Lettuce,5,5,12,84
2155,Lettuce,6,5,12,84
2156,Lettuce,7,5,12,84
2157,Lettuce,8,5,12,84
2158,Lettuce,9,5,12,84
2159,Lettuce,10,5,12,84
2160,Lettuce,11,5,12,84
2161,Lettuce,0,0,12,83
2162,Lettuce,1,0,12,83
2163,Lettuce,2,0,12,83
2164,Lettuce,3,0,12,83
2165,Lettuce,4,0,12,83
2166,Lettuce,5,0,12,83
2167,Lettuce,6,0,12,83
2168,Lettuce,7,0,12,83
2169,Lettuce,8,0,12,83
2170,Lettuce,9,0,12,83
2171,Lettuce,10,0,12,83
2172,Lettuce,11,0,12,83
2173,Lettuce,0,1,12,83
2174,Lettuce,1,1,12,83
2175,Lettuce,2,1,12,83
2176,Lettuce,3,1,12,83
2177,Lettuce,4,1,12,83
2178,Lettuce,5,1,12,83
2179,Lettuce,6,1,12,83
2180,Lettuce,7,1,12,83
2181,Lettuce,8,1,12,83
2182,Lettuce,9,1,12,83
2183,Lettuce,10,1,12,83
2184,Lettuce,11,1,12,83
2185,Lettuce,0,2,12,83
2186,Lettuce,1,2,12,83
2187,Lettuce,2,2,12,83
2188,Lettuce,3,2,12,83
2189,Lettuce,4,2,12,83
2190,Lettuce,5,2,12,83
2191,Lettuce,6,2,12,83
2192,Lettuce,7,2,12,83
2193,Lettuce,8,2,12,83
2194,Lettuce,9,2,12,83
2195,Lettuce,10,2,12,83
2196,Lettuce,11,2,12,83
2197,Lettuce,0,3,12,83
2198,Lettuce,1,3,12,83
2199,Lettuce,2,3,12,83
2200,Lettuce,3,3,12,83
2201,Lettuce,4,3,12,83
2202,Lettuce,5,3,12,83
2203,Lettuce,6,3,12,83
2204,Lettuce,7,3,12,83
2205,Lettuce,8,3,12,83
2206,Lettuce,9,3,12,83
2207,Lettuce,10,3,12,83
2208,Lettuce,11,3,12,83
2209,Lettuce,0,4,12,83
2210,Lettuce,1,4,12,83
2211,Lettuce,2,4,12,83
2212,Lettuce,3,4,12,83
2213,Lettuce,4,4,12,83
2214,Lettuce,5,4,12,83
2215,Lettuce,6,4,12,83
2216,Lettuce,7,4,12,83
2217,Lettuce,8,4,12,83
2218,Lettuce,9,4,12,83
2219,Lettuce,10,4,12,83
2220,Lettuce,11,4,12,83
2221,Lettuce,0,5,12,83
2222,Lettuce,1,5,12,83
2223,Lettuce,2,5,12,83
2224,Lettuce,3,5,12,83
2225,Lettuce,4,5,12,83
2226,Lettuce,5,5,12,83
2227,Lettuce,6,5,12,83
2228,Lettuce,7,5,12,83
2229,Lettuce,8,5,12,83
2230,Lettuce,9,5,12,83
2231,Lettuce,10,5,12,83
2232,Lettuce,11,5,12,83
2233,Lettuce,0,0,12,82
2234,Lettuce,1,0,12,82
2235,Lettuce,2,0,12,82
2236,Lettuce,3,0,12,82
2237,Lettuce,4,0,12,82
2238,Lettuce,5,0,12,82
2239,Lettuce,6,0,12,82
2240,Lettuce,7,0,12,82
2241,Lettuce,8,0,12,82
2242,Lettuce,9,0,12,82
2243,Lettuce,10,0,12,82
2244,Lettuce,11,0,12,82
2245,Lettuce,0,1,12,82
2246,Lettuce,1,1,12,82
2247,Lettuce,2,1,12,82
2248,Lettuce,3,1,12,82
2249,Lettuce,4,1,12,82
2250,Lettuce,5,1,12,82
2251,Lettuce,6,1,12,82
2252,Lettuce,7,1,12,82
2253,Lettuce,8,1,12,82
2254,Lettuce,9,1,12,82
2255,Lettuce,10,1,12,82
2256,Lettuce,11,1,12,82
2257,Lettuce,0,2,12,82
2258,Lettuce,1,2,12,82
2259,Lettuce,2,2,12,82
2260,Lettuce,3,2,12,82
2261,Lettuce,4,2,12,82
2262,Lettuce,5,2,12,82
2263,Lettuce,6,2,12,82
2264,Lettuce,7,2,12,82
2265,Lettuce,8,2,12,82
2266,Lettuce,9,2,12,82
2267,Lettuce,10,2,12,82
2268,Lettuce,11,2,12,82
2269,Lettuce,0,3,12,82
2270,Lettuce,1,3,12,82
2271,Lettuce,2,3,12,82
2272,Lettuce,3,3,12,82
2273,Lettuce,4,3,12,82
2274,Lettuce,5,3,12,82
2275,Lettuce,6,3,12,82
2276,Lettuce,7,3,12,82
2277,Lettuce,8,3,12,82
2278,Lettuce,9,3,12,82
2279,Lettuce,10,3,12,82
2280,Lettuce,11,3,12,82
2281,Lettuce,0,4,12,82
2282,Lettuce,1,4,12,82
2283,Lettuce,2,4,12,82
2284,Lettuce,3,4,12,82
2285,Lettuce,4,4,12,82
2286,Lettuce,5,4,12,82
2287,Lettuce,6,4,12,82
2288,Lettuce,7,4,12,82
2289,Lettuce,8,4,12,82
2290,Lettuce,9,4,12,82
2291,Lettuce,10,4,12,82
2292,Lettuce,11,4,12,82
2293,Lettuce,0,5,12,82
2294,Lettuce,1,5,12,82
2295,Lettuce,2,5,12,82
2296,Lettuce,3,5,12,82
2297,Lettuce,4,5,12,82
2298,Lettuce,5,5,12,82
2299,Lettuce,6,5,12,82
2300,Lettuce,7,5,12,82
2301,Lettuce,8,5,12,82
2302,Lettuce,9,5,12,82
2303,Lettuce,10,5,12,82
2304,Lettuce,11,5,12,82
2305,Lettuce,0,0,12,81
2306,Lettuce,1,0,12,81
2307,Lettuce,2,0,12,81
2308,Lettuce,3,0,12,81
2309,Lettuce,4,0,12,81
2310,Lettuce,5,0,12,81
2311,Lettuce,6,0,12,81
2312,Lettuce,7,0,12,81
2313,Lettuce,8,0,12,81
2314,Lettuce,9,0,12,81
2315,Lettuce,10,0,12,81
2316,Lettuce,11,0,12,81
2317,Lettuce,0,1,12,81
2318,Lettuce,1,1,12,81
2319,Lettuce,2,1,12,81
2320,Lettuce,3,1,12,81
2321,Lettuce,4,1,12,81
2322,Lettuce,5,1,12,81
2323,Lettuce,6,1,12,81
2324,Lettuce,7,1,12,81
2325,Lettuce,8,1,12,81
2326,Lettuce,9,1,12,81
2327,Lettuce,10,1,12,81
2328,Lettuce,11,1,12,81
2329,Lettuce,0,2,12,81
2330,Lettuce,1,2,12,81
2331,Lettuce,2,2,12,81
2332,Lettuce,3,2,12,81
2333,Lettuce,4,2,12,81
2334,Lettuce,5,2,12,81
2335,Lettuce,6,2,12,81
2336,Lettuce,7,2,12,81
2337,Lettuce,8,2,12,81
2338,Lettuce,9,2,12,81
2339,Lettuce,10,2,12,81
2340,Lettuce,11,2,12,81
2341,Lettuce,0,3,12,81
2342,Lettuce,1,3,12,81
2343,Lettuce,2,3,12,81
2344,Lettuce,3,3,12,81
2345,Lettuce,4,3,12,81
2346,Lettuce,5,3,12,81
2347,Lettuce,6,3,12,81
2348,Lettuce,7,3,12,81
2349,Lettuce,8,3,12,81
2350,Lettuce,9,3,12,81
2351,Lettuce,10,3,12,81
2352,Lettuce,11,3,12,81
2353,Lettuce,0,4,12,81
2354,Lettuce,1,4,12,81
2355,Lettuce,2,4,12,81
2356,Lettuce,3,4,12,81
2357,Lettuce,4,4,12,81
2358,Lettuce,5,4,12,81
2359,Lettuce,6,4,12,81
2360,Lettuce,7,4,12,81
2361,Lettuce,8,4,12,81
2362,Lettuce,9,4,12,81
2363,Lettuce,10,4,12,81
2364,Lettuce,11,4,12,81
2365,Lettuce,0,5,12,81
2366,Lettuce,1,5,12,81
2367,Lettuce,2,5,12,81
2368,Lettuce,3,5,12,81
2369,Lettuce,4,5,12,81
2370,Lettuce,5,5,12,81
2371,Lettuce,6,5,12,81
2372,Lettuce,7,5,12,81
2373,Lettuce,8,5,12,81
2374,Lettuce,9,5,12,81
2375,Lettuce,10,5,12,81
2376,Lettuce,11,5,12,81
2377,Lettuce,0,0,12,80
2378,Lettuce,1,0,12,80
2379,Lettuce,2,0,12,80
2380,Lettuce,3,0,12,80
2381,Lettuce,4,0,12,80
2382,Lettuce,5,0,12,80
2383,Lettuce,6,0,12,80
2384,Lettuce,7,0,12,80
2385,Lettuce,8,0,12,80
2386,Lettuce,9,0,12,80
2387,Lettuce,10,0,12,80
2388,Lettuce,11,0,12,80
2389,Lettuce,0,1,12,80
2390,Lettuce,1,1,12,80
2391,Lettuce,2,1,12,80
2392,Lettuce,3,1,12,80
2393,Lettuce,4,1,12,80
2394,Lettuce,5,1,12,80
2395,Lettuce,6,1,12,80
2396,Lettuce,7,1,12,80
2397,Lettuce,8,1,12,80
2398,Lettuce,9,1,12,80
2399,Lettuce,10,1,12,80
2400,Lettuce,11,1,12,80
2401,Lettuce,0,2,12,80
2402,Lettuce,1,2,12,80
2403,Lettuce,2,2,12,80
2404,Lettuce,3,2,12,80
2405,Lettuce,4,2,12,80
2406,Lettuce,5,2,12,80
2407,Lettuce,6,2,12,80
2408,Lettuce,7,2,12,80
2409,Lettuce,8,2,12,80
2410,Lettuce,9,2,12,80
2411,Lettuce,10,2,12,80
2412,Lettuce,11,2,12,80
2413,Lettuce,0,3,12,80
2414,Lettuce,1,3,12,80
2415,Lettuce,2,3,12,80
2416,Lettuce,3,3,12,80
2417,Lettuce,4,3,12,80
2418,Lettuce,5,3,12,80
2419,Lettuce,6,3,12,80
2420,Lettuce,7,3,12,80
2421,Lettuce,8,3,12,80
2422,Lettuce,9,3,12,80
2423,Lettuce,10,3,12,80
2424,Lettuce,11,3,12,80
2425,Lettuce,0,4,12,80
2426,Lettuce,1,4,12,80
2427,Lettuce,2,4,12,80
2428,Lettuce,3,4,12,80
2429,Lettuce,4,4,12,80
2430,Lettuce,5,4,12,80
2431,Lettuce,6,4,12,80
2432,Lettuce,7,4,12,80
2433,Lettuce,8,4,12,80
2434,Lettuce,9,4,12,80
2435,Lettuce,10,4,12,80
2436,Lettuce,11,4,12,80
2437,Lettuce,0,5,12,80
2438,Lettuce,1,5,12,80
2439,Lettuce,2,5,12,80
2440,Lettuce,3,5,12,80
2441,Lettuce,4,5,12,80
2442,Lettuce,5,5,12,80
2443,Lettuce,6,5,12,80
2444,Lettuce,7,5,12,80
2445,Lettuce,8,5,12,80
2446,Lettuce,9,5,12,80
2447,Lettuce,10,5,12,80
2448,Lettuce,11,5,12,80
2449,Lettuce,0,0,12,79
2450,Lettuce,1,0,12,79
2451,Lettuce,2,0,12,79
2452,Lettuce,3,0,12,79
2453,Lettuce,4,0,12,79
2454,Lettuce,5,0,12,79
2455,Lettuce,6,0,12,79
2456,Lettuce,7,0,12,79
2457,Lettuce,8,0,12,79
2458,Lettuce,9,0,12,79
2459,Lettuce,10,0,12,79
2460,Lettuce,11,0,12,79
2461,Lettuce,0,1,12,79
2462,Lettuce,1,1,12,79
2463,Lettuce,2,1,12,79
2464,Lettuce,3,1,12,79
2465,Lettuce,4,1,12,79
2466,Lettuce,5,1,12,79
2467,Lettuce,6,1,12,79
2468,Lettuce,7,1,12,79
2469,Lettuce,8,1,12,79
2470,Lettuce,9,1,12,79
2471,Lettuce,10,1,12,79
2472,Lettuce,11,1,12,79
2473,Lettuce,0,2,12,79
2474,Lettuce,1,2,12,79
2475,Lettuce,2,2,12,79
2476,Lettuce,3,2,12,79
2477,Lettuce,4,2,12,79
2478,Lettuce,5,2,12,79
2479,Lettuce,6,2,12,79
2480,Lettuce,7,2,12,79
2481,Lettuce,8,2,12,79
2482,Lettuce,9,2,12,79
2483,Lettuce,10,2,12,79
2484,Lettuce,11,2,12,79
2485,Lettuce,0,3,12,79
2486,Lettuce,1,3,12,79
2487,Lettuce,2,3,12,79
2488,Lettuce,3,3,12,79
2489,Lettuce,4,3,12,79
2490,Lettuce,5,3,12,79
2491,Lettuce,6,3,12,79
2492,Lettuce,7,3,12,79
2493,Lettuce,8,3,12,79
2494,Lettuce,9,3,12,79
2495,Lettuce,10,3,12,79
2496,Lettuce,11,3,12,79
2497,Lettuce,0,4,12,79
2498,Lettuce,1,4,12,79
2499,Lettuce,2,4,12,79
2500,Lettuce,3,4,12,79
2501,Lettuce,4,4,12,79
2502,Lettuce,5,4,12,79
2503,Lettuce,6,4,12,79
2504,Lettuce,7,4,12,79
2505,Lettuce,8,4,12,79
2506,Lettuce,9,4,12,79
2507,Lettuce,10,4,12,79
2508,Lettuce,11,4,12,79
2509,Lettuce,0,5,12,79
2510,Lettuce,1,5,12,79
2511,Lettuce,2,5,12,79
2512,Lettuce,3,5,12,79
2513,Lettuce,4,5,12,79
2514,Lettuce,5,5,12,79
2515,Lettuce,6,5,12,79
2516,Lettuce,7,5,12,79
2517,Lettuce,8,5,12,79
2518,Lettuce,9,5,12,79
2519,Lettuce,10,5,12,79
2520,Lettuce,11,5,12,79
2521,Lettuce,0,0,12,78
2522,Lettuce,1,0,12,78
2523,Lettuce,2,0,12,78
2524,Lettuce,3,0,12,78
2525,Lettuce,4,0,12,78
2526,Lettuce,5,0,12,78
2527,Lettuce,6,0,12,78
2528,Lettuce,7,0,12,78
2529,Lettuce,8,0,12,78
2530,Lettuce,9,0,12,78
2531,Lettuce,10,0,12,78
2532,Lettuce,11,0,12,78
2533,Lettuce,0,1,12,78
2534,Lettuce,1,1,12,78
2535,Lettuce,2,1,12,78
2536,Lettuce,3,1,12,78
2537,Lettuce,4,1,12,78
2538,Lettuce,5,1,12,78
2539,Lettuce,6,1,12,78
2540,Lettuce,7,1,12,78
2541,Lettuce,8,1,12,78
2542,Lettuce,9,1,12,78
2543,Lettuce,10,1,12,78
2544,Lettuce,11,1,12,78
2545,Lettuce,0,2,12,78
2546,Lettuce,1,2,12,78
2547,Lettuce,2,2,12,78
2548,Lettuce,3,2,12,78
2549,Lettuce,4,2,12,78
2550,Lettuce,5,2,12,78
2551,Lettuce,6,2,12,78
2552,Lettuce,7,2,12,78
2553,Lettuce,8,2,12,78
2554,Lettuce,9,2,12,78
2555,Lettuce,10,2,12,78
2556,Lettuce,11,2,12,78
2557,Lettuce,0,3,12,78
2558,Lettuce,1,3,12,78
2559,Lettuce,2,3,12,78
2560,Lettuce,3,3,12,78
2561,Lettuce,4,3,12,78
2562,Lettuce,5,3,12,78
2563,Lettuce,6,3,12,78
2564,Lettuce,7,3,12,78
2565,Lettuce,8,3,12,78
2566,Lettuce,9,3,12,78
2567,Lettuce,10,3,12,78
2568,Lettuce,11,3,12,78
2569,Lettuce,0,4,12,78
2570,Lettuce,1,4,12,78
2571,Lettuce,2,4,12,78
2572,Lettuce,3,4,12,78
2573,Lettuce,4,4,12,78
2574,Lettuce,5,4,12,78
2575,Lettuce,6,4,12,78
2576,Lettuce,7,4,12,78
2577,Lettuce,8,4,12,78
2578,Lettuce,9,4,12,78
2579,Lettuce,10,4,12,78
2580,Lettuce,11,4,12,78
2581,Lettuce,0,5,12,78
2582,Lettuce,1,5,12,78
2583,Lettuce,2,5,12,78
2584,Lettuce,3,5,12,78
2585,Lettuce,4,5,12,78
2586,Lettuce,5,5,12,78
2587,Lettuce,6,5,12,78
2588,Lettuce,7,5,12,78
2589,Lettuce,8,5,12,78
2590,Lettuce,9,5,12,78
2591,Lettuce,10,5,12,78
2592,Lettuce,11,5,12,78
2593,Lettuce,0,0,12,77
2594,Lettuce,1,0,12,77
2595,Lettuce,2,0,12,77
2596,Lettuce,3,0,12,77
2597,Lettuce,4,0,12,77
2598,Lettuce,5,0,12,77
2599,Lettuce,6,0,12,77
2600,Lettuce,7,0,12,77
2601,Lettuce,8,0,12,77
2602,Lettuce,9,0,12,77
2603,Lettuce,10,0,12,77
2604,Lettuce,11,0,12,77
2605,Lettuce,0,1,12,77
2606,Lettuce,1,1,12,77
2607,Lettuce,2,1,12,77
2608,Lettuce,3,1,12,77
2609,Lettuce,4,1,12,77
2610,Lettuce,5,1,12,77
2611,Lettuce,6,1,12,77
2612,Lettuce,7,1,12,77
2613,Lettuce,8,1,12,77
2614,Lettuce,9,1,12,77
2615,Lettuce,10,1,12,77
2616,Lettuce,11,1,12,77
2617,Lettuce,0,2,12,77
2618,Lettuce,1,2,12,77
2619,Lettuce,2,2,12,77
2620,Lettuce,3,2,12,77
2621,Lettuce,4,2,12,77
2622,Lettuce,5,2,12,77
2623,Lettuce,6,2,12,77
2624,Lettuce,7,2,12,77
2625,Lettuce,8,2,12,77
2626,Lettuce,9,2,12,77
2627,Lettuce,10,2,12,77
2628,Lettuce,11,2,12,77
2629,Lettuce,0,3,12,77
2630,Lettuce,1,3,12,77
2631,Lettuce,2,3,12,77
2632,Lettuce,3,3,12,77
2633,Lettuce,4,3,12,77
2634,Lettuce,5,3,12,77
2635,Lettuce,6,3,12,77
2636,Lettuce,7,3,12,77
2637,Lettuce,8,3,12,77
2638,Lettuce,9,3,12,77
2639,Lettuce,10,3,12,77
2640,Lettuce,11,3,12,77
2641,Lettuce,0,4,12,77
2642,Lettuce,1,4,12,77
2643,Lettuce,2,4,12,77
2644,Lettuce,3,4,12,77
2645,Lettuce,4,4,12,77
2646,Lettuce,5,4,12,77
2647,Lettuce,6,4,12,77
2648,Lettuce,7,4,12,77
2649,Lettuce,8,4,12,77
2650,Lettuce,9,4,12,77
2651,Lettuce,10,4,12,77
2652,Lettuce,11,4,12,77
2653,Lettuce,0,5,12,77
2654,Lettuce,1,5,12,77
2655,Lettuce,2,5,12,77
2656,Lettuce,3,5,12,77
2657,Lettuce,4,5,12,77
2658,Lettuce,5,5,12,77
2659,Lettuce,6,5,12,77
2660,Lettuce,7,5,12,77
2661,Lettuce,8,5,12,77
2662,Lettuce,9,5,12,77
2663,Lettuce,10,5,12,77
2664,Lettuce,11,5,12,77
2665,Lettuce,0,0,12,76
2666,Lettuce,1,0,12,76
2667,Lettuce,2,0,12,76
2668,Lettuce,3,0,12,76
2669,Lettuce,4,0,12,76
2670,Lettuce,5,0,12,76
2671,Lettuce,6,0,12,76
2672,Lettuce,7,0,12,76
2673,Lettuce,8,0,12,76
2674,Lettuce,9,0,12,76
2675,Lettuce,10,0,12,76
2676,Lettuce,11,0,12,76
2677,Lettuce,0,1,12,76
2678,Lettuce,1,1,12,76
2679,Lettuce,2,1,12,76
2680,Lettuce,3,1,12,76
2681,Lettuce,4,1,12,76
2682,Lettuce,5,1,12,76
2683,Lettuce,6,1,12,76
2684,Lettuce,7,1,12,76
2685,Lettuce,8,1,12,76
2686,Lettuce,9,1,12,76
2687,Lettuce,10,1,12,76
2688,Lettuce,11,1,12,76
2689,Lettuce,0,2,12,76
2690,Lettuce,1,2,12,76
2691,Lettuce,2,2,12,76
2692,Lettuce,3,2,12,76
2693,Lettuce,4,2,12,76
2694,Lettuce,5,2,12,76
2695,Lettuce,6,2,12,76
2696,Lettuce,7,2,12,76
2697,Lettuce,8,2,12,76
2698,Lettuce,9,2,12,76
2699,Lettuce,10,2,12,76
2700,Lettuce,11,2,12,76
2701,Lettuce,0,3,12,76
2702,Lettuce,1,3,12,76
2703,Lettuce,2,3,12,76
2704,Lettuce,3,3,12,76
2705,Lettuce,4,3,12,76
2706,Lettuce,5,3,12,76
2707,Lettuce,6,3,12,76
2708,Lettuce,7,3,12,76
2709,Lettuce,8,3,12,76
2710,Lettuce,9,3,12,76
2711,Lettuce,10,3,12,76
2712,Lettuce,11,3,12,76
2713,Lettuce,0,4,12,76
2714,Lettuce,1,4,12,76
2715,Lettuce,2,4,12,76
2716,Lettuce,3,4,12,76
2717,Lettuce,4,4,12,76
2718,Lettuce,5,4,12,76
2719,Lettuce,6,4,12,76
2720,Lettuce,7,4,12,76
2721,Lettuce,8,4,12,76
2722,Lettuce,9,4,12,76
2723,Lettuce,10,4,12,76
2724,Lettuce,11,4,12,76
2725,Lettuce,0,5,12,76
2726,Lettuce,1,5,12,76
2727,Lettuce,2,5,12,76
2728,Lettuce,3,5,12,76
2729,Lettuce,4,5,12,76
2730,Lettuce,5,5,12,76
2731,Lettuce,6,5,12,76
2732,Lettuce,7,5,12,76
2733,Lettuce,8,5,12,76
2734,Lettuce,9,5,12,76
2735,Lettuce,10,5,12,76
2736,Lettuce,11,5,12,76
2737,Lettuce,0,0,12,75
2738,Lettuce,1,0,12,75
2739,Lettuce,2,0,12,75
2740,Lettuce,3,0,12,75
2741,Lettuce,4,0,12,75
2742,Lettuce,5,0,12,75
2743,Lettuce,6,0,12,75
2744,Lettuce,7,0,12,75
2745,Lettuce,8,0,12,75
2746,Lettuce,9,0,12,75
2747,Lettuce,10,0,12,75
2748,Lettuce,11,0,12,75
2749,Lettuce,0,1,12,75
2750,Lettuce,1,1,12,75
2751,Lettuce,2,1,12,75
2752,Lettuce,3,1,12,75
2753,Lettuce,4,1,12,75
2754,Lettuce,5,1,12,75
2755,Lettuce,6,1,12,75
2756,Lettuce,7,1,12,75
2757,Lettuce,8,1,12,75
2758,Lettuce,9,1,12,75
2759,Lettuce,10,1,12,75
2760,Lettuce,11,1,12,75
2761,Lettuce,0,2,12,75
2762,Lettuce,1,2,12,75
2763,Lettuce,2,2,12,75
2764,Lettuce,3,2,12,75
2765,Lettuce,4,2,12,75
2766,Lettuce,5,2,12,75
2767,Lettuce,6,2,12,75
2768,Lettuce,7,2,12,75
2769,Lettuce,8,2,12,75
2770,Lettuce,9,2,12,75
2771,Lettuce,10,2,12,75
2772,Lettuce,11,2,12,75
2773,Lettuce,0,3,12,75
2774,Lettuce,1,3,12,75
2775,Lettuce,2,3,12,75
2776,Lettuce,3,3,12,75
2777,Lettuce,4,3,12,75
2778,Lettuce,5,3,12,75
2779,Lettuce,6,3,12,75
2780,Lettuce,7,3,12,75
2781,Lettuce,8,3,12,75
2782,Lettuce,9,3,12,75
2783,Lettuce,10,3,12,75
2784,Lettuce,11,3,12,75
2785,Lettuce,0,4,12,75
2786,Lettuce,1,4,12,75
2787,Lettuce,2,4,12,75
2788,Lettuce,3,4,12,75
2789,Lettuce,4,4,12,75
2790,Lettuce,5,4,12,75
2791,Lettuce,6,4,12,75
2792,Lettuce,7,4,12,75
2793,Lettuce,8,4,12,75
2794,Lettuce,9,4,12,75
2795,Lettuce,10,4,12,75
2796,Lettuce,11,4,12,75
2797,Lettuce,0,5,12,75
2798,Lettuce,1,5,12,75
2799,Lettuce,2,5,12,75
2800,Lettuce,3,5,12,75
2801,Lettuce,4,5,12,75
2802,Lettuce,5,5,12,75
2803,Lettuce,6,5,12,75
2804,Lettuce,7,5,12,75
2805,Lettuce,8,5,12,75
2806,Lettuce,9,5,12,75
2807,Lettuce,10,5,12,75
2808,Lettuce,11,5,12,75
2809,Lettuce,0,0,12,74
2810,Lettuce,1,0,12,74
2811,Lettuce,2,0,12,74
2812,Lettuce,3,0,12,74
2813,Lettuce,4,0,12,74
2814,Lettuce,5,0,12,74
2815,Lettuce,6,0,12,74
2816,Lettuce,7,0,12,74
2817,Lettuce,8,0,12,74
2818,Lettuce,9,0,12,74
2819,Lettuce,10,0,12,74
2820,Lettuce,11,0,12,74
2821,Lettuce,0,1,12,74
2822,Lettuce,1,1,12,74
2823,Lettuce,2,1,12,74
2824,Lettuce,3,1,12,74
2825,Lettuce,4,1,12,74
2826,Lettuce,5,1,12,74
2827,Lettuce,6,1,12,74
2828,Lettuce,7,1,12,74
2829,Lettuce,8,1,12,74
2830,Lettuce,9,1,12,74
2831,Lettuce,10,1,12,74
2832,Lettuce,11,1,12,74
2833,Lettuce,0,2,12,74
2834,Lettuce,1,2,12,74
2835,Lettuce,2,2,12,74
2836,Lettuce,3,2,12,74
2837,Lettuce,4,2,12,74
2838,Lettuce,5,2,12,74
2839,Lettuce,6,2,12,74
2840,Lettuce,7,2,12,74
2841,Lettuce,8,2,12,74
2842,Lettuce,9,2,12,74
2843,Lettuce,10,2,12,74
2844,Lettuce,11,2,12,74
2845,Lettuce,0,3,12,74
2846,Lettuce,1,3,12,74
2847,Lettuce,2,3,12,74
2848,Lettuce,3,3,12,74
2849,Lettuce,4,3,12,74
2850,Lettuce,5,3,12,74
2851,Lettuce,6,3,12,74
2852,Lettuce,7,3,12,74
2853,Lettuce,8,3,12,74
2854,Lettuce,9,3,12,74
2855,Lettuce,10,3,12,74
2856,Lettuce,11,3,12,74
2857,Lettuce,0,4,12,74
2858,Lettuce,1,4,12,74
2859,Lettuce,2,4,12,74
2860,Lettuce,3,4,12,74
2861,Lettuce,4,4,12,74
2862,Lettuce,5,4,12,74
2863,Lettuce,6,4,12,74
2864,Lettuce,7,4,12,74
2865,Lettuce,8,4,12,74
2866,Lettuce,9,4,12,74
2867,Lettuce,10,4,12,74
2868,Lettuce,11,4,12,74
2869,Lettuce,0,5,12,74
2870,Lettuce,1,5,12,74
2871,Lettuce,2,5,12,74
2872,Lettuce,3,5,12,74
2873,Lettuce,4,5,12,74
2874,Lettuce,5,5,12,74
2875,Lettuce,6,5,12,74
2876,Lettuce,7,5,12,74
2877,Lettuce,8,5,12,74
2878,Lettuce,9,5,12,74
2879,Lettuce,10,5,12,74
2880,Lettuce,11,5,12,74
2881,Lettuce,0,0,12,73
2882,Lettuce,1,0,12,73
2883,Lettuce,2,0,12,73
2884,Lettuce,3,0,12,73
2885,Lettuce,4,0,12,73
2886,Lettuce,5,0,12,73
2887,Lettuce,6,0,12,73
2888,Lettuce,7,0,12,73
2889,Lettuce,8,0,12,73
2890,Lettuce,9,0,12,73
2891,Lettuce,10,0,12,73
2892,Lettuce,11,0,12,73
2893,Lettuce,0,1,12,73
2894,Lettuce,1,1,12,73
2895,Lettuce,2,1,12,73
2896,Lettuce,3,1,12,73
2897,Lettuce,4,1,12,73
2898,Lettuce,5,1,12,73
2899,Lettuce,6,1,12,73
2900,Lettuce,7,1,12,73
2901,Lettuce,8,1,12,73
2902,Lettuce,9,1,12,73
2903,Lettuce,10,1,12,73
2904,Lettuce,11,1,12,73
2905,Lettuce,0,2,12,73
2906,Lettuce,1,2,12,73
2907,Lettuce,2,2,12,73
2908,Lettuce,3,2,12,73
2909,Lettuce,4,2,12,73
2910,Lettuce,5,2,12,73
2911,Lettuce,6,2,12,73
